업종명,업소명,소재지(도로명),소재지(지번)
휴게음식점,파더스베이글구미점,"경상북도 구미시 옥계북로 27, 삼구트리니엔 108동 1층 103호 (옥계동)",경상북도 구미시 옥계동 907 삼구트리니엔 1층 108동 103호
휴게음식점,카페위시,"경상북도 구미시 광평길 41, 1층 (광평동)",경상북도 구미시 광평동 88-10 1층 
휴게음식점,글로리,"경상북도 구미시 고아읍 들성로7길 10-57, 1동 1층",경상북도 구미시 고아읍 문성리 1167 1층 1동 
휴게음식점,하이오커피구미상모점,"경상북도 구미시 상사서로 45, 가동 1층 (상모동)",경상북도 구미시 상모동 36-3 1층 가동 
휴게음식점,모야드구미옥계점,"경상북도 구미시 옥계북로 59, 상가동 1층 102호 (옥계동)",경상북도 구미시 옥계동 909 1층 상가동 102호
휴게음식점,파스쿠찌구미선산디아이점,경상북도 구미시 선산읍 남문로 53,경상북도 구미시 선산읍 완전리 6-1 
휴게음식점,카페봄봄도량도봉점,"경상북도 구미시 송동로 88, 미도프라자 1층 1호 (도량동)",경상북도 구미시 도량동 240 미도프라자 1층 1호
휴게음식점,천씨씨커피사곡점,"경상북도 구미시 상사동로22길 4, 1층 (사곡동)",경상북도 구미시 사곡동 686-1 1층 
휴게음식점,커피특별시구미인동점,"경상북도 구미시 인동중앙로 37, 1층 (황상동)",경상북도 구미시 황상동 280-9 1층 
휴게음식점,요거트아이스크림의정석상모사곡점,"경상북도 구미시 상사동로24길 16, 1층 (사곡동)",경상북도 구미시 사곡동 669-2 1층 
휴게음식점,봉화한우직판장,"경상북도 구미시 산동읍 신당3로1길 5, 주1동 1층",경상북도 구미시 산동읍 신당리 1752 1층 주1동 
휴게음식점,러셀커피,"경상북도 구미시 신시로16길 55, 1층 (송정동)",경상북도 구미시 송정동 459-2 1층 
휴게음식점,디어리스트,"경상북도 구미시 신시로10길 19-3, 1층 (송정동)",경상북도 구미시 송정동 466-8 1층 
휴게음식점,더벤티구미원호점,"경상북도 구미시 고아읍 문장로26길 3, 낙원프라자 1층 111호",경상북도 구미시 고아읍 원호리 448-7 낙원프라자 1층 111호
휴게음식점,카페나미,"경상북도 구미시 선산읍 조남로 130, Lucete nami A동 1층",경상북도 구미시 선산읍 화조리 264-3 Lucete nami 1층 A동 
휴게음식점,에이바우트커피구미옥계점,"경상북도 구미시 산호대로31길 3, 1층 (옥계동)",경상북도 구미시 옥계동 842-3 1층 
휴게음식점,1리터커피다스구미인동점,"경상북도 구미시 인동북길 171-2, 1층 (구평동)",경상북도 구미시 구평동 439-13 1층 
휴게음식점,미플하우스보드게임카페,"경상북도 구미시 산동읍 신당1로2길 15, 1동 2층 205호",경상북도 구미시 산동읍 신당리 1432 2층 1동 205호
휴게음식점,더리터구미원호점,"경상북도 구미시 고아읍 문장로 198, 1층 101호",경상북도 구미시 고아읍 원호리 444 1층 101호
휴게음식점,컴포즈커피구미선산점,"경상북도 구미시 선산읍 남문로3길 2, 1층",경상북도 구미시 선산읍 완전리 222 1층 
휴게음식점,에끌로흐,"경상북도 구미시 금오산로18길 14-19, 1층 (원평동)",경상북도 구미시 원평동 415 1층 
휴게음식점,해피왈츄,"경상북도 구미시 인동31길 22-8, 1층 (인의동)",경상북도 구미시 인의동 996-4 1층 
휴게음식점,더벤티구미순천향네거리점,"경상북도 구미시 1공단로 212, 1층 108호 (공단동)",경상북도 구미시 공단동 260-10 1층 108호
휴게음식점,이디야커피구미진평점,"경상북도 구미시 인동34길 22, 1층 (진평동)",경상북도 구미시 진평동 93-8 1층 
휴게음식점,텐퍼센트커피구미인동구평점,"경상북도 구미시 인동남길 182, 1층 (구평동)",경상북도 구미시 구평동 447-7 1층 
휴게음식점,컴포즈커피구미진평점,"경상북도 구미시 인동북길 105, 1층 (인의동)",경상북도 구미시 인의동 700-7 1층 
휴게음식점,컴포즈커피세영리첼점,"경상북도 구미시 산호대로 955-1, 세영리첼 더프라임 301동 지하1층 102호 (옥계동)",경상북도 구미시 옥계동 936 세영리첼 더프라임 지하1층 301동 102호
휴게음식점,하이커피,"경상북도 구미시 구미대로26길 24, 1층 (신평동)",경상북도 구미시 신평동 313-18 1층 
휴게음식점,핑퐁,"경상북도 구미시 인동중앙로 56, 3층 (인의동)",경상북도 구미시 인의동 346-6 3층 
휴게음식점,카페클라우든,"경상북도 구미시 인동21길 10-1, 1층 (인의동)",경상북도 구미시 인의동 698-10 1층 
휴게음식점,소디스에스프레소바구미,"경상북도 구미시 금오산로20길 5, 1층 (원평동)",경상북도 구미시 원평동 417-3 1층 
휴게음식점,목림커피,"경상북도 구미시 고아읍 문성로1길 13, 1층",경상북도 구미시 고아읍 문성리 1613 1층 
휴게음식점,커피베이구미산동확장단지점,"경상북도 구미시 산동읍 신당인덕2로 18, 주1동 1층",경상북도 구미시 산동읍 신당리 1513 1층 주1동 
휴게음식점,오누이떡방,"경상북도 구미시 형곡로26길 3, 1층 (형곡동)",경상북도 구미시 형곡동 292 1층 
휴게음식점,피닉스커피,"경상북도 구미시 옥계2공단로 466, 인동농협하나로마트(양포점) 1층 (옥계동)",경상북도 구미시 옥계동 457-6 인동농협하나로마트(양포점) 1층 
휴게음식점,코스모스파티세리,"경상북도 구미시 신시로24길 5, 1층 (송정동)",경상북도 구미시 송정동 13-10 1층 
휴게음식점,디스베리데이,"경상북도 구미시 고아읍 들성로 171, 301(상가)동 2층 205호 (구미고아세영리첼레이크뷰)",경상북도 구미시 고아읍 원호리 533 구미고아세영리첼레이크뷰 2층 301(상가)동 205호
휴게음식점,단비쿠키,"경상북도 구미시 박정희로25길 8-3, 1층 4호 (광평동, 동우광평2차전원타운)",경상북도 구미시 광평동 298-1 동우광평2차전원타운 1층 4호
휴게음식점,봉명동내커피구미인동점,"경상북도 구미시 여헌로6길 13, 1층 (인의동)",경상북도 구미시 인의동 641-46 1층 
휴게음식점,메가엠지씨커피구미송정푸르지오점,"경상북도 구미시 백산로2길 4, 1층 (송정동)",경상북도 구미시 송정동 11-7 1층 
휴게음식점,12문,"경상북도 구미시 야은로 740, 2층 (신평동)",경상북도 구미시 신평동 11-5 2층 
휴게음식점,봄봄카페3공단점,"경상북도 구미시 3공단1로 288, 1층 107호 (임수동)",경상북도 구미시 임수동 92-11 1층 107호
휴게음식점,에이바우트커피구미시청점,"경상북도 구미시 송정대로 7, 금산.금오상가 1층 (송정동)",경상북도 구미시 송정동 27-10 금산.금오상가 1층 
휴게음식점,본좌김밥상모점,"경상북도 구미시 상사서로 55, 상모프라자 1층 118호 (상모동)",경상북도 구미시 상모동 32-6 상모프라자 1층 118호
휴게음식점,멍더랜드,"경상북도 구미시 신시로10길 111, 1층 (송정동)",경상북도 구미시 송정동 488-21 1층 
휴게음식점,카페인중독구미진평점,"경상북도 구미시 인동26길 28, 1층 (진평동)",경상북도 구미시 진평동 108-3 1층 
휴게음식점,와플대학구미확장단지캠퍼스,"경상북도 구미시 산동읍 신당1로4길 3, 1층 104호",경상북도 구미시 산동읍 신당리 1416 1층 104호
휴게음식점,그린보트커피송정점,"경상북도 구미시 신시로 162, LOUVER111 2층 (송정동)",경상북도 구미시 송정동 11-1 LOUVER111 2층 
휴게음식점,일리터미소커피형곡점,"경상북도 구미시 형곡서로 83-1, 학원 1층 (형곡동)",경상북도 구미시 형곡동 167-1 학원 1층 
휴게음식점,도래,"경상북도 구미시 금오산로16길 6, 1층 (원평동)",경상북도 구미시 원평동 423-24 1층 
휴게음식점,하우커피구평점,"경상북도 구미시 인동38길 9-16, 종합프라자 1층 105호 (구평동)",경상북도 구미시 구평동 449-8 종합프라자 1층 105호
휴게음식점,더벤티구미공단점,"경상북도 구미시 1공단로5길 86-15, 베스트웨스턴구미호텔 가동 1층 (공단동)",경상북도 구미시 공단동 205 베스트웨스턴구미호텔 1층 가동 
휴게음식점,매머드익스프레스구미공단점,"경상북도 구미시 1공단로 192, 1층 10,11호 (공단동)","경상북도 구미시 공단동 264-18 1층 10,11호"
휴게음식점,단단씨,"경상북도 구미시 송정대로 99, 송정 유성푸르나임 1층 105호 (송정동)",경상북도 구미시 송정동 77 송정 유성푸르나임 1층 105호
휴게음식점,스윗쿵,"경상북도 구미시 산호대로31길 12-33, 1층 (옥계동)",경상북도 구미시 옥계동 740-8 1층 
휴게음식점,할리스구미상모사곡점,"경상북도 구미시 박정희로 259, 주1동 1층 (사곡동)",경상북도 구미시 사곡동 832 1층 주1동 
휴게음식점,폴라로이드카페,"경상북도 구미시 송원서로6길 34-8, 1층 (원평동)",경상북도 구미시 원평동 1057-6 1층 
휴게음식점,이딸라카페,"경상북도 구미시 선산읍 단계동길 24, 선산시장 A동 2층 59,60호","경상북도 구미시 선산읍 완전리 253 선산시장A동 2층 59,60호 "
휴게음식점,메가엠지씨커피구미상모점,"경상북도 구미시 상사서로 55, 상모프라자 1층 112호 (상모동)",경상북도 구미시 상모동 32-6 상모프라자 1층 112호
휴게음식점,버터랜딩,"경상북도 구미시 금오산로 339, 금오랜드 주5동 1층 (남통동)",경상북도 구미시 남통동 253 금오랜드 1층 주5동 
휴게음식점,더벤티구미문화예술회관점,"경상북도 구미시 백산로 145, 상가동 1층 104호 (송정동)",경상북도 구미시 송정동 65 1층 상가동 104호
휴게음식점,읍천리382상모사곡점,"경상북도 구미시 상사서로 60, 1층 (상모동)",경상북도 구미시 상모동 54-4 1층 
휴게음식점,스트릿1988구미구평점,"경상북도 구미시 인동남길 174, 1층 (구평동)",경상북도 구미시 구평동 447-1 1층 
휴게음식점,컴포즈커피구미1공단점,"경상북도 구미시 산호대로 213, 1층 112호 (공단동)",경상북도 구미시 공단동 252 1층 112호
휴게음식점,터무니커피,"경상북도 구미시 원남로1길 32, 1층 (남통동)",경상북도 구미시 남통동 1-10 1층 
휴게음식점,한영북카페,"경상북도 구미시 산호대로 253, 1층 (공단동)",경상북도 구미시 공단동 256-24 1층 
휴게음식점,꾸움,"경상북도 구미시 신비로 39, e편한세상구미파크밸리 상가동 1층 111호 (공단동)",경상북도 구미시 공단동 601 e편한세상구미파크밸리 1층 상가동 111호
휴게음식점,천씨씨커피구미신평점,"경상북도 구미시 구미대로 398, 가동 1층 (신평동)",경상북도 구미시 신평동 124-6 1층 가동 
휴게음식점,투밋,"경상북도 구미시 원남로 98, 1층 (원평동)",경상북도 구미시 원평동 90-6 1층 
휴게음식점,오늘의카페,"경상북도 구미시 문장로12길 5-18, 1층 (도량동)",경상북도 구미시 도량동 742-9 1층 
휴게음식점,더벤티구미3공단점,"경상북도 구미시 3공단1로 284, 태영빌딩 1층 (임수동)",경상북도 구미시 임수동 92-77 태영빌딩 1층 
휴게음식점,빽다방구미4공단점,"경상북도 구미시 산동읍 첨단기업1로 10, 1층",경상북도 구미시 산동읍 봉산리 577-2 1층 
휴게음식점,공차구미문성점,"경상북도 구미시 고아읍 들성로 177, 1동 1층",경상북도 구미시 고아읍 문성리 637 1층 1동 
휴게음식점,햇밀,"경상북도 구미시 개화길 16, 1층 (도량동)",경상북도 구미시 도량동 792-100 1층 
휴게음식점,파스쿠찌구미역점,"경상북도 구미시 구미중앙로13길 6, 주1동 1,2층 (원평동)","경상북도 구미시 원평동 129-24 1,2층 주1동 "
휴게음식점,더벤티선산점,"경상북도 구미시 선산읍 남문로 54-1, 1층",경상북도 구미시 선산읍 동부리 410-11 1층 
휴게음식점,더벤티산동점,"경상북도 구미시 산동읍 동백로 6, 1층",경상북도 구미시 산동읍 적림리 65-2 1층 
휴게음식점,크린에이드구미본점,"경상북도 구미시 봉곡로 154, 1층 (봉곡동)",경상북도 구미시 봉곡동 234-1 1층 
휴게음식점,레드애플구미옥계점,"경상북도 구미시 옥계남로 7-3, 주1동 1층 (옥계동)",경상북도 구미시 옥계동 861-4 1층 주1동 
휴게음식점,스테이카페,"경상북도 구미시 산동읍 옥계2공단로 583, 1동 1층",경상북도 구미시 산동읍 성수리 산 16-3 1층 1동 
휴게음식점,에이바우트커피구미봉곡점,"경상북도 구미시 봉곡로18길 24, 1층 (봉곡동)",경상북도 구미시 봉곡동 288-5 1층 
휴게음식점,요기디저트,"경상북도 구미시 인동38길 9-8, 종합프라자 1층 106호 (구평동)",경상북도 구미시 구평동 449-5 1층 106호
휴게음식점,폴바셋구미봉곡DT점,"경상북도 구미시 야은로 274, 주1동 1,2층 (봉곡동)","경상북도 구미시 봉곡동 48-2 1,2층 주1동 "
휴게음식점,엠마베이커리,"경상북도 구미시 신시로 74, 1층 (형곡동)",경상북도 구미시 형곡동 854 1층 
휴게음식점,이디야커피구미임은DI점,"경상북도 구미시 왕산로5길 13, 주2동 1층 (임은동)",경상북도 구미시 임은동 317-5 1층 주2동 
휴게음식점,어나더데이,"경상북도 구미시 고아읍 원대로24길 10-4, 다동 1,2층","경상북도 구미시 고아읍 대망리 372 1,2층 다동 "
휴게음식점,스테이새마을,"경상북도 구미시 박정희로 118, 2층 (상모동)",경상북도 구미시 상모동 110-1 2층 
휴게음식점,경기미당진평점,"경상북도 구미시 인동18길 22, 1층 (진평동)",경상북도 구미시 진평동 32-2 1층 
휴게음식점,십육스트리트,"경상북도 구미시 상사동로16길 2, 1층 (사곡동)",경상북도 구미시 사곡동 219-3 1층 
휴게음식점,바게뜨양구미점,"경상북도 구미시 인동54길 26, 1층 (구평동)",경상북도 구미시 구평동 1081 1층 
휴게음식점,퍼즈타임,"경상북도 구미시 구미중앙로5길 1-7, 1층 (원평동)",경상북도 구미시 원평동 63-5 1층 
휴게음식점,트리플카페,"경상북도 구미시 상사동로 41, A동 1층 (상모동)",경상북도 구미시 상모동 67-4 1층 A동 
휴게음식점,하우커피옥계점,"경상북도 구미시 산호대로25길 16, 1층 (옥계동)",경상북도 구미시 옥계동 635-1 1층 
휴게음식점,메가엠지씨커피구미인동점,"경상북도 구미시 인동가산로 15-5, 1층 (황상동)",경상북도 구미시 황상동 314-1 1층 
휴게음식점,더벤티구미사곡역점,"경상북도 구미시 상사서로 176, 1층 (사곡동)",경상북도 구미시 사곡동 672-12 1층 
휴게음식점,푸르어스구미점,"경상북도 구미시 인동중앙로10길 15-4, 1층 (인의동)",경상북도 구미시 인의동 421-1 1층 
휴게음식점,텐퍼센트커피구미공단점,"경상북도 구미시 1공단로 212, 1층 102호 (공단동)",경상북도 구미시 공단동 260-10 1층 102호
휴게음식점,꼬숨도치,"경상북도 구미시 고아읍 가들로2길 3, 1층",경상북도 구미시 고아읍 문성리 1895 1층 
휴게음식점,엘림카페,"경상북도 구미시 금오산로18길 10, 1층 (원평동)",경상북도 구미시 원평동 415-25 1층 
휴게음식점,에이바우트인동점,"경상북도 구미시 인동북길 43, 1층 (인의동)",경상북도 구미시 인의동 843-3 1층 
휴게음식점,더로프,"경상북도 구미시 도봉로 76-51, 1층 103호 (도량동)",경상북도 구미시 도량동 227-2 1층 103호
휴게음식점,카페인중독봉곡점,"경상북도 구미시 봉곡로 131, 1동 1층 (봉곡동)",경상북도 구미시 봉곡동 276-7 1층 1동 
휴게음식점,스타벅스구미인의DT점,"경상북도 구미시 인동북길 149, 주1동 1,2층 (인의동)","경상북도 구미시 인의동 1005-6 1,2층 주1동 "
휴게음식점,파스텔,"경상북도 구미시 옥계신당로1길 2-1, 1층 (옥계동)",경상북도 구미시 옥계동 1023 1층 
휴게음식점,카페보스구미송정점,"경상북도 구미시 신시로10길 56, 1층 (송정동)",경상북도 구미시 송정동 477-12 1층 
휴게음식점,쥬씨구미산동점,"경상북도 구미시 산동읍 신당2로1길 6, 상가2동 1층 108호",경상북도 구미시 산동읍 신당리 1391 1층 상가2동 108호
휴게음식점,엄마의부엌,"경상북도 구미시 형곡로 158, 1층 (형곡동)",경상북도 구미시 형곡동 292-2 1층 
휴게음식점,카페소복담,"경상북도 구미시 선산읍 선주로 159, 1동 1층",경상북도 구미시 선산읍 동부리 812 1층 1동 
휴게음식점,커피위더스,"경상북도 구미시 고아읍 대평14길 11, 1동 1층",경상북도 구미시 고아읍 괴평리 1112-420 1층 1동 
휴게음식점,상사동커피,"경상북도 구미시 상사동로 143, 1층 101호 (사곡동)",경상북도 구미시 사곡동 484-12 1층 101호
휴게음식점,캐리지밸리,"경상북도 구미시 여헌로10안길 25, 주1동 1,2층 (인의동)","경상북도 구미시 인의동 41-2 1,2층 주1동 "
휴게음식점,천씨씨커피구평점,"경상북도 구미시 인동36길 5, 1층 (구평동)",경상북도 구미시 구평동 446-1 1층 
휴게음식점,옥이랑커피,"경상북도 구미시 해평면 해평시장1길 11, 1층",경상북도 구미시 해평면 낙성리 58-21 1층 
휴게음식점,백억커피구미옥계점,"경상북도 구미시 산호대로35길 17, 1층 (옥계동)",경상북도 구미시 옥계동 734-4 1층 
휴게음식점,아주멋진커피클럽,"경상북도 구미시 백산로2길 47, 1층 (송정동)",경상북도 구미시 송정동 28-1 1층 
휴게음식점,더벤티문성점,"경상북도 구미시 고아읍 가들로 32, 1층",경상북도 구미시 고아읍 문성리 1854 1층 
휴게음식점,커피솜빵,"경상북도 구미시 인동중앙로5길 16-11, 1층 (황상동)",경상북도 구미시 황상동 307-4 1층 
휴게음식점,과일욤,"경상북도 구미시 흥안로 3, 1층 (옥계동)",경상북도 구미시 옥계동 559-3 1층 
휴게음식점,더벤티구미봉곡점,"경상북도 구미시 봉곡남로 116, 1층 (봉곡동)",경상북도 구미시 봉곡동 384-7 1층 
휴게음식점,카페마타마타구미옥계점,"경상북도 구미시 옥계북로 60-1, 1층 (옥계동)",경상북도 구미시 옥계동 733-5 1층 
휴게음식점,빽다방구미봉곡점,"경상북도 구미시 봉곡남로 68, 1층 (봉곡동)",경상북도 구미시 봉곡동 362-1 1층 
휴게음식점,어부딸고양이,"경상북도 구미시 옥계북로1길 7-2, 1층 (옥계동)",경상북도 구미시 옥계동 882-5 1층 
휴게음식점,데일리,"경상북도 구미시 문장로 84-1, 1층 (도량동)",경상북도 구미시 도량동 792-161 1층 
휴게음식점,차차커피코구미옥계1호점,"경상북도 구미시 옥계북로 34, 원광빌딩 1층 102호 (옥계동)",경상북도 구미시 옥계동 833-4 원광빌딩 1층 102호
휴게음식점,커피우드옥계점,"경상북도 구미시 산호대로35길 9, 1층 (옥계동)",경상북도 구미시 옥계동 736-4 1층 
휴게음식점,할리스구미오태DT점,"경상북도 구미시 금오대로 320, 주1동 1,2층 (오태동)","경상북도 구미시 오태동 622-3 1,2층 주1동 "
휴게음식점,몬스터커피구미원평아이파크더샵점,"경상북도 구미시 금오산로6길 12, 402동 1층 105호 (원평동, 구미아이파크더샵아파트)",경상북도 구미시 원평동 330-2 1층 402동 105호
휴게음식점,카페게코블랑,"경상북도 구미시 금오산로22길 36-15, 나동 1층 (원평동)",경상북도 구미시 원평동 395-6 1층 나동 
휴게음식점,십이월칠일,"경상북도 구미시 흥안로2길 10, 1층 (옥계동)",경상북도 구미시 옥계동 553-7 1층 
휴게음식점,각각구미산동점,"경상북도 구미시 산동읍 신당1로2길 5, 1동 1층 104호",경상북도 구미시 산동읍 신당리 1437 1층 1동 104호
휴게음식점,1리터리얼커피비산점,"경상북도 구미시 신비로 125, 나동 1층 (비산동)",경상북도 구미시 비산동 454-5 1층 나동 
휴게음식점,블랑제리길구미하우스,"경상북도 구미시 산호대로 354-25, 1층 (공단동)",경상북도 구미시 공단동 130-9 1층 
휴게음식점,이디야커피구미상모점,"경상북도 구미시 박정희로 99-7, 2층 (상모동)",경상북도 구미시 상모동 191-9 2층 
휴게음식점,쿡키즈아카데미,"경상북도 구미시 산동읍 신당2로 29, 1동 5층 505호",경상북도 구미시 산동읍 신당리 1431 5층 1동 505호
휴게음식점,그린푸드하우스,"경상북도 구미시 봉곡남로20길 32, 1층 101호 (봉곡동, 하늘선타운하우스)",경상북도 구미시 봉곡동 415-3 1층 101호
휴게음식점,원스애플,"경상북도 구미시 산동읍 신당2로 57, 1동 1층 103호",경상북도 구미시 산동읍 신당리 1393 1층 1동 103호
휴게음식점,러브띵스,"경상북도 구미시 칠성로6길 45, 나동 1층 (신평동)",경상북도 구미시 신평동 12-11 1층 나동 
휴게음식점,모모앤구미,"경상북도 구미시 진평2길 9-2, 1층 (진평동)",경상북도 구미시 진평동 284-6 1층 
휴게음식점,팜플라워카페,"경상북도 구미시 산동읍 해마루공원로 345, C동 1층",경상북도 구미시 산동읍 신당리 1713 1층 C동 
휴게음식점,구우미,"경상북도 구미시 구미중앙로5길 15-8, 1층 (원평동)",경상북도 구미시 원평동 14-21 1층 
휴게음식점,오느레케이크,"경상북도 구미시 인동7길 6, 105호 (인의동, 진흥3차명문빌라)",경상북도 구미시 인의동 845-1 진흥3차명문빌라 105호
휴게음식점,원바이트원,"경상북도 구미시 옥계북로1길 7-12, 1층 (옥계동)",경상북도 구미시 옥계동 882-1 1층 
휴게음식점,투썸플레이스구미원평디티점,"경상북도 구미시 산업로 196, 1,2층 (원평동)","경상북도 구미시 원평동 1033 1,2층 "
휴게음식점,메가엠지씨커피구미문성점,"경상북도 구미시 고아읍 문성로 17, 1층",경상북도 구미시 고아읍 문성리 1633 1층 
휴게음식점,베이커리카페두이두이,"경상북도 구미시 인동60길 7, 나동 1층 (구평동)",경상북도 구미시 구평동 103 1층 나동 
휴게음식점,더벤티구미광평점,"경상북도 구미시 구미대로 186-22, 상가동 1층 103호 (광평동)",경상북도 구미시 광평동 792-15 1층 상가동 103호
