category,dong,cell_id,xcdn,ycdn,store_count
커피전문점,원평동,라마74b92a,1074500,1792000,2
커피전문점,원평동,라마74b92b,1074500,1792500,8
커피전문점,원평동,라마74b93a,1074500,1793000,5
커피전문점,원평동,라마75a92b,1075000,1792500,18
커피전문점,원평동,라마75a93a,1075000,1793000,9
커피전문점,원평동,라마75b92a,1075500,1792000,4
커피전문점,원평동,라마75b92b,1075500,1792500,7
커피전문점,원평동,라마76a92a,1076000,1792000,5
커피전문점,원평동,라마76b92a,1076500,1792000,2
커피전문점,인동동,라마82b90b,1082500,1790500,6
커피전문점,인동동,라마83a89a,1083000,1789000,3
커피전문점,인동동,라마83a89b,1083000,1789500,1
커피전문점,인동동,라마83a90a,1083000,1790000,7
커피전문점,인동동,라마83a90b,1083000,1790500,9
커피전문점,인동동,라마83a91a,1083000,1791000,4
커피전문점,인동동,라마83b88b,1083500,1788500,1
커피전문점,인동동,라마83b89a,1083500,1789000,6
커피전문점,인동동,라마83b89b,1083500,1789500,12
커피전문점,인동동,라마83b90b,1083500,1790500,3
커피전문점,인동동,라마83b91b,1083500,1791500,1
커피전문점,인동동,라마84a88b,1084000,1788500,1
커피전문점,인동동,라마84a89a,1084000,1789000,19
커피전문점,인동동,라마84a91a,1084000,1791000,1
커피전문점,인동동,라마84b88b,1084500,1788500,2
커피전문점,인동동,라마84b89a,1084500,1789000,2
커피전문점,인동동,라마85a88b,1085000,1788500,1
커피전문점,인동동,라마85b89a,1085500,1789000,1
커피전문점,인동동,라마86a88b,1086000,1788500,1
커피전문점,임오동,라마76b86b,1076500,1786500,3
커피전문점,임오동,라마77a86b,1077000,1786500,1
커피전문점,임오동,라마77a87a,1077000,1787000,1
커피전문점,임오동,라마77b88a,1077500,1788000,3
커피전문점,임오동,라마78a88a,1078000,1788000,2
커피전문점,장천면,라마89b92b,1089500,1792500,4
커피전문점,지산동,라마75b93a,1075500,1793000,1
커피전문점,지산동,라마76a92b,1076000,1792500,3
커피전문점,지산동,라마76b92b,1076500,1792500,1
커피전문점,진미동,라마81a90b,1081000,1790500,2
커피전문점,진미동,라마81a91a,1081000,1791000,1
커피전문점,진미동,라마81b90b,1081500,1790500,2
커피전문점,해평면,라바80a00a,1080000,1800000,3
커피전문점,형곡1동,라마75a90b,1075000,1790500,8
커피전문점,형곡1동,라마75a91a,1075000,1791000,3
커피전문점,형곡1동,라마75b90b,1075500,1790500,2
커피전문점,형곡2동,라마74b90a,1074500,1790000,1
커피전문점,형곡2동,라마75a90a,1075000,1790000,1
커피전문점,형곡2동,라마76a90b,1076000,1790500,1
패스트푸드,b' ',라마76b96b,1076500,1796500,3
패스트푸드,고아읍,라마74b94b,1074500,1794500,3
패스트푸드,고아읍,라마74b95a,1074500,1795000,3
패스트푸드,고아읍,라마74b95b,1074500,1795500,3
패스트푸드,고아읍,라마75a95a,1075000,1795000,5
패스트푸드,고아읍,라마75a96a,1075000,1796000,1
패스트푸드,고아읍,라마75b96a,1075500,1796000,2
패스트푸드,고아읍,라마76a94b,1076000,1794500,1
패스트푸드,고아읍,라마76a96a,1076000,1796000,1
패스트푸드,고아읍,라마76a96b,1076000,1796500,3
패스트푸드,고아읍,라마76a97a,1076000,1797000,1
패스트푸드,고아읍,라마76a99b,1076000,1799500,1
패스트푸드,고아읍,라마76b96a,1076500,1796000,1
패스트푸드,고아읍,라마78a97a,1078000,1797000,1
패스트푸드,고아읍,라바73a03b,1073000,1803500,2
패스트푸드,고아읍,라바74b01b,1074500,1801500,1
패스트푸드,공단동,라마79a90b,1079000,1790500,1
패스트푸드,공단동,라마79b89b,1079500,1789500,1
패스트푸드,공단동,라마79b90a,1079500,1790000,1
패스트푸드,광평동,라마77a91a,1077000,1791000,1
패스트푸드,광평동,라마77b89b,1077500,1789500,4
패스트푸드,도개면,라바74b11b,1074500,1811500,2
패스트푸드,도량동,라마73a94a,1073000,1794000,2
패스트푸드,도량동,라마73b94a,1073500,1794000,6
패스트푸드,도량동,라마73b95a,1073500,1795000,5
패스트푸드,도량동,라마74a94a,1074000,1794000,9
패스트푸드,도량동,라마74a94b,1074000,1794500,1
패스트푸드,도량동,라마74b93b,1074500,1793500,2
패스트푸드,도량동,라마75a94a,1075000,1794000,1
패스트푸드,비산동,라마78a91b,1078000,1791500,1
패스트푸드,비산동,라마78b92a,1078500,1792000,6
패스트푸드,비산동,라마79a92a,1079000,1792000,4
패스트푸드,비산동,라마79b92a,1079500,1792000,1
패스트푸드,산동읍,라마83a94a,1083000,1794000,5
패스트푸드,산동읍,라마83b95b,1083500,1795500,1
패스트푸드,산동읍,라마83b96a,1083500,1796000,5
패스트푸드,산동읍,라마84a94a,1084000,1794000,1
패스트푸드,산동읍,라마84a95b,1084000,1795500,3
패스트푸드,산동읍,라마84a96a,1084000,1796000,4
패스트푸드,산동읍,라마84a97a,1084000,1797000,2
패스트푸드,산동읍,라마84b94a,1084500,1794000,3
패스트푸드,산동읍,라마84b96b,1084500,1796500,1
패스트푸드,산동읍,라마85a94a,1085000,1794000,1
패스트푸드,산동읍,라마85a97a,1085000,1797000,1
패스트푸드,상모사곡동,라마76b88a,1076500,1788000,1
패스트푸드,상모사곡동,라마77a88a,1077000,1788000,9
패스트푸드,상모사곡동,라마77a88b,1077000,1788500,14
패스트푸드,상모사곡동,라마77a89a,1077000,1789000,6
패스트푸드,상모사곡동,라마77a89b,1077000,1789500,1
패스트푸드,상모사곡동,라마77b89a,1077500,1789000,12
패스트푸드,선산읍,라바71b05a,1071500,1805000,4
패스트푸드,선산읍,라바71b05b,1071500,1805500,3
패스트푸드,선산읍,라바72a05a,1072000,1805000,3
패스트푸드,선산읍,라바72a05b,1072000,1805500,4
패스트푸드,선산읍,라바72a06a,1072000,1806000,4
패스트푸드,선주원남동,라마72b95b,1072500,1795500,3
패스트푸드,선주원남동,라마72b96a,1072500,1796000,1
패스트푸드,선주원남동,라마73a94b,1073000,1794500,1
패스트푸드,선주원남동,라마73a95a,1073000,1795000,9
패스트푸드,선주원남동,라마73a95b,1073000,1795500,10
패스트푸드,송정동,라마75a91b,1075000,1791500,1
패스트푸드,송정동,라마75b91a,1075500,1791000,5
패스트푸드,송정동,라마75b91b,1075500,1791500,7
패스트푸드,송정동,라마76a91b,1076000,1791500,4
패스트푸드,송정동,라마76b91a,1076500,1791000,8
패스트푸드,송정동,라마76b91b,1076500,1791500,7
패스트푸드,신평1동,라마77b92a,1077500,1792000,5
패스트푸드,신평2동,라마78a92a,1078000,1792000,7
패스트푸드,양포동,라마82a94a,1082000,1794000,1
패스트푸드,양포동,라마82b93a,1082500,1793000,4
패스트푸드,양포동,라마82b93b,1082500,1793500,3
패스트푸드,양포동,라마82b94a,1082500,1794000,19
패스트푸드,양포동,라마82b94b,1082500,1794500,7
패스트푸드,양포동,라마83a93b,1083000,1793500,9
패스트푸드,양포동,라마83a94b,1083000,1794500,4
패스트푸드,양포동,라마83b93b,1083500,1793500,1
패스트푸드,양포동,라마83b94a,1083500,1794000,5
패스트푸드,원평동,라마74a92a,1074000,1792000,1
패스트푸드,원평동,라마74a93a,1074000,1793000,1
패스트푸드,원평동,라마74b92b,1074500,1792500,6
패스트푸드,원평동,라마74b93a,1074500,1793000,3
패스트푸드,원평동,라마75a92b,1075000,1792500,2
패스트푸드,원평동,라마75a93a,1075000,1793000,2
패스트푸드,원평동,라마75b92a,1075500,1792000,2
패스트푸드,원평동,라마75b92b,1075500,1792500,2
패스트푸드,원평동,라마76a92a,1076000,1792000,3
패스트푸드,원평동,라마76b92a,1076500,1792000,1
패스트푸드,인동동,라마82b90a,1082500,1790000,2
패스트푸드,인동동,라마82b90b,1082500,1790500,2
패스트푸드,인동동,라마83a89a,1083000,1789000,2
패스트푸드,인동동,라마83a89b,1083000,1789500,7
패스트푸드,인동동,라마83a90a,1083000,1790000,10
패스트푸드,인동동,라마83a90b,1083000,1790500,10
패스트푸드,인동동,라마83a91a,1083000,1791000,1
패스트푸드,인동동,라마83a91b,1083000,1791500,2
패스트푸드,인동동,라마83b89a,1083500,1789000,17
패스트푸드,인동동,라마83b89b,1083500,1789500,13
패스트푸드,인동동,라마83b90b,1083500,1790500,6
패스트푸드,인동동,라마83b91b,1083500,1791500,4
패스트푸드,인동동,라마84a88b,1084000,1788500,4
패스트푸드,인동동,라마84a89a,1084000,1789000,12
패스트푸드,인동동,라마84b88b,1084500,1788500,4
패스트푸드,인동동,라마84b89a,1084500,1789000,2
패스트푸드,인동동,라마85a88b,1085000,1788500,1
패스트푸드,임오동,라마76b86a,1076500,1786000,3
패스트푸드,임오동,라마76b86b,1076500,1786500,3
패스트푸드,임오동,라마77a86a,1077000,1786000,1
패스트푸드,임오동,라마77a86b,1077000,1786500,1
패스트푸드,임오동,라마77b88a,1077500,1788000,1
패스트푸드,임오동,라마78a88a,1078000,1788000,4
패스트푸드,장천면,라마89b92b,1089500,1792500,2
패스트푸드,지산동,라마76a92b,1076000,1792500,1
패스트푸드,진미동,라마81a91b,1081000,1791500,1
패스트푸드,해평면,라바80a00b,1080000,1800500,1
패스트푸드,형곡1동,라마75a90b,1075000,1790500,7
패스트푸드,형곡1동,라마75a91a,1075000,1791000,10
패스트푸드,형곡1동,라마75b90b,1075500,1790500,6
패스트푸드,형곡2동,라마75a90a,1075000,1790000,1
패스트푸드,형곡2동,라마75b90a,1075500,1790000,1
한식,b' ',라마76b96b,1076500,1796500,16
한식,고아읍,라마73b97b,1073500,1797500,1
한식,고아읍,라마74a95a,1074000,1795000,4
한식,고아읍,라마74a96a,1074000,1796000,1
한식,고아읍,라마74b94b,1074500,1794500,1
한식,고아읍,라마74b95a,1074500,1795000,13
한식,고아읍,라마74b95b,1074500,1795500,19
한식,고아읍,라마75a95a,1075000,1795000,2
한식,고아읍,라마75a95b,1075000,1795500,5
한식,고아읍,라마75a96a,1075000,1796000,1
한식,고아읍,라마75b96a,1075500,1796000,4
한식,고아읍,라마75b99a,1075500,1799000,1
한식,고아읍,라마76a95b,1076000,1795500,2
한식,고아읍,라마76a96a,1076000,1796000,1
한식,고아읍,라마76a96b,1076000,1796500,13
한식,고아읍,라마76a99b,1076000,1799500,4
한식,고아읍,라마76b95a,1076500,1795000,2
한식,고아읍,라마76b95b,1076500,1795500,7
한식,고아읍,라마76b96a,1076500,1796000,4
한식,고아읍,라마76b98b,1076500,1798500,2
한식,고아읍,라마76b99a,1076500,1799000,3
한식,고아읍,라마77a96b,1077000,1796500,3
한식,고아읍,라마77b94a,1077500,1794000,1
한식,고아읍,라마78a94a,1078000,1794000,1
한식,고아읍,라바73a02b,1073000,1802500,1
한식,고아읍,라바73a03b,1073000,1803500,5
한식,고아읍,라바74a02a,1074000,1802000,4
한식,고아읍,라바74a02b,1074000,1802500,1
한식,고아읍,라바74b01b,1074500,1801500,6
한식,공단동,라마78a88b,1078000,1788500,10
한식,공단동,라마78b88b,1078500,1788500,4
한식,공단동,라마79a90b,1079000,1790500,5
한식,공단동,라마79b89b,1079500,1789500,19
한식,공단동,라마79b90a,1079500,1790000,12
한식,공단동,라마80a90a,1080000,1790000,1
한식,광평동,라마76b90b,1076500,1790500,2
한식,광평동,라마77a90a,1077000,1790000,4
한식,광평동,라마77a90b,1077000,1790500,3
한식,광평동,라마77a91a,1077000,1791000,3
한식,광평동,라마77b89b,1077500,1789500,24
한식,광평동,라마77b90a,1077500,1790000,2
한식,도개면,라바74b11b,1074500,1811500,10
한식,도개면,라바74b12b,1074500,1812500,1
한식,도개면,라바76a08b,1076000,1808500,2
한식,도량동,라마73a93a,1073000,1793000,1
한식,도량동,라마73a93b,1073000,1793500,1
한식,도량동,라마73a94a,1073000,1794000,5
한식,도량동,라마73b94a,1073500,1794000,8
한식,도량동,라마73b95a,1073500,1795000,9
한식,도량동,라마74a93b,1074000,1793500,5
한식,도량동,라마74a94a,1074000,1794000,21
한식,도량동,라마74a94b,1074000,1794500,4
한식,도량동,라마75a93b,1075000,1793500,3
한식,도량동,라마75a94a,1075000,1794000,9
한식,무을면,라바58b08b,1058500,1808500,1
한식,무을면,라바59a08a,1059000,1808000,1
한식,무을면,라바59a08b,1059000,1808500,1
한식,무을면,라바62b07b,1062500,1807500,6
한식,무을면,라바65a06b,1065000,1806500,1
한식,비산동,라마78a91a,1078000,1791000,2
한식,비산동,라마78a91b,1078000,1791500,5
한식,비산동,라마78b92a,1078500,1792000,14
한식,비산동,라마79a92a,1079000,1792000,22
한식,비산동,라마79b91a,1079500,1791000,3
한식,비산동,라마79b92a,1079500,1792000,11
한식,산동읍,라마83a94a,1083000,1794000,20
한식,산동읍,라마83b95b,1083500,1795500,6
한식,산동읍,라마83b96a,1083500,1796000,8
한식,산동읍,라마84a94a,1084000,1794000,1
한식,산동읍,라마84a95b,1084000,1795500,15
한식,산동읍,라마84a96a,1084000,1796000,8
한식,산동읍,라마84a97a,1084000,1797000,2
한식,산동읍,라마84a97b,1084000,1797500,7
한식,산동읍,라마84b94a,1084500,1794000,12
한식,산동읍,라마84b96a,1084500,1796000,6
한식,산동읍,라마84b96b,1084500,1796500,1
한식,산동읍,라마84b97a,1084500,1797000,11
한식,산동읍,라마84b97b,1084500,1797500,5
한식,산동읍,라마84b98a,1084500,1798000,1
한식,산동읍,라마85a94a,1085000,1794000,7
한식,산동읍,라마85a97a,1085000,1797000,2
한식,산동읍,라마85b97a,1085500,1797000,1
한식,산동읍,라마86a94a,1086000,1794000,1
한식,산동읍,라마86a96b,1086000,1796500,1
한식,산동읍,라마86b93b,1086500,1793500,1
한식,산동읍,라마86b96b,1086500,1796500,1
한식,산동읍,라마87a96b,1087000,1796500,3
한식,산동읍,라마87a97b,1087000,1797500,1
한식,상모사곡동,라마76b88a,1076500,1788000,2
한식,상모사곡동,라마76b88b,1076500,1788500,5
한식,상모사곡동,라마76b90a,1076500,1790000,1
한식,상모사곡동,라마77a87b,1077000,1787500,1
한식,상모사곡동,라마77a88a,1077000,1788000,17
한식,상모사곡동,라마77a88b,1077000,1788500,41
한식,상모사곡동,라마77a89a,1077000,1789000,19
한식,상모사곡동,라마77a89b,1077000,1789500,3
한식,상모사곡동,라마77b89a,1077500,1789000,23
한식,선산읍,라바70a05a,1070000,1805000,2
한식,선산읍,라바71a05a,1071000,1805000,4
한식,선산읍,라바71b05a,1071500,1805000,13
한식,선산읍,라바71b05b,1071500,1805500,11
한식,선산읍,라바72a05a,1072000,1805000,46
한식,선산읍,라바72a05b,1072000,1805500,19
한식,선산읍,라바72a06a,1072000,1806000,8
한식,선산읍,라바72a06b,1072000,1806500,2
한식,선산읍,라바72b05b,1072500,1805500,3
한식,선산읍,라바72b06b,1072500,1806500,1
한식,선산읍,라바73a07b,1073000,1807500,3
한식,선산읍,라바73b08b,1073500,1808500,1
한식,선산읍,라바74a09a,1074000,1809000,2
한식,선주원남동,라마71a95a,1071000,1795000,1
한식,선주원남동,라마71b94b,1071500,1794500,1
한식,선주원남동,라마72a93a,1072000,1793000,1
한식,선주원남동,라마72a93b,1072000,1793500,1
한식,선주원남동,라마72a94b,1072000,1794500,1
한식,선주원남동,라마72b95a,1072500,1795000,3
한식,선주원남동,라마72b95b,1072500,1795500,10
한식,선주원남동,라마72b96a,1072500,1796000,1
한식,선주원남동,라마73a91a,1073000,1791000,2
한식,선주원남동,라마73a94b,1073000,1794500,22
한식,선주원남동,라마73a95a,1073000,1795000,20
한식,선주원남동,라마73a95b,1073000,1795500,45
한식,송정동,라마75a91b,1075000,1791500,3
한식,송정동,라마75a92a,1075000,1792000,1
한식,송정동,라마75b91a,1075500,1791000,21
한식,송정동,라마75b91b,1075500,1791500,19
한식,송정동,라마76a91b,1076000,1791500,27
한식,송정동,라마76b91a,1076500,1791000,3
한식,송정동,라마76b91b,1076500,1791500,23
한식,송정동,라마77a91b,1077000,1791500,1
한식,신평1동,라마77b90b,1077500,1790500,4
한식,신평1동,라마77b92a,1077500,1792000,48
한식,신평2동,라마77b92b,1077500,1792500,1
한식,신평2동,라마78a92a,1078000,1792000,5
한식,양포동,라마80b94a,1080500,1794000,1
한식,양포동,라마82a94a,1082000,1794000,1
한식,양포동,라마82a95a,1082000,1795000,4
한식,양포동,라마82b93a,1082500,1793000,6
한식,양포동,라마82b93b,1082500,1793500,11
한식,양포동,라마82b94a,1082500,1794000,46
한식,양포동,라마82b94b,1082500,1794500,16
한식,양포동,라마83a93b,1083000,1793500,19
한식,양포동,라마83a94b,1083000,1794500,3
한식,양포동,라마83b93b,1083500,1793500,4
한식,양포동,라마83b94a,1083500,1794000,8
한식,양포동,라마87a92b,1087000,1792500,1
한식,옥성면,라바67a08b,1067000,1808500,1
한식,옥성면,라바67a09a,1067000,1809000,1
한식,옥성면,라바67b07b,1067500,1807500,2
한식,옥성면,라바70a11b,1070000,1811500,3
한식,원평동,라마74a92a,1074000,1792000,3
한식,원평동,라마74a93a,1074000,1793000,4
한식,원평동,라마74b92a,1074500,1792000,5
한식,원평동,라마74b92b,1074500,1792500,8
한식,원평동,라마74b93a,1074500,1793000,48
한식,원평동,라마75a92b,1075000,1792500,21
한식,원평동,라마75a93a,1075000,1793000,14
한식,원평동,라마75b92a,1075500,1792000,7
한식,원평동,라마75b92b,1075500,1792500,30
한식,원평동,라마76a92a,1076000,1792000,12
한식,원평동,라마76b92a,1076500,1792000,16
한식,원평동,라마77a92a,1077000,1792000,6
한식,인동동,라마82b90a,1082500,1790000,2
한식,인동동,라마82b90b,1082500,1790500,13
한식,인동동,라마83a89a,1083000,1789000,3
한식,인동동,라마83a89b,1083000,1789500,14
한식,인동동,라마83a90a,1083000,1790000,19
한식,인동동,라마83a90b,1083000,1790500,41
한식,인동동,라마83a91a,1083000,1791000,13
한식,인동동,라마83a91b,1083000,1791500,1
한식,인동동,라마83b88b,1083500,1788500,7
한식,인동동,라마83b89a,1083500,1789000,42
한식,인동동,라마83b89b,1083500,1789500,30
한식,인동동,라마83b90b,1083500,1790500,7
한식,인동동,라마83b91b,1083500,1791500,23
한식,인동동,라마84a88b,1084000,1788500,2
한식,인동동,라마84a89a,1084000,1789000,43
한식,인동동,라마84a91a,1084000,1791000,1
한식,인동동,라마84b88b,1084500,1788500,1
한식,인동동,라마84b89a,1084500,1789000,8
한식,인동동,라마85a88b,1085000,1788500,4
한식,인동동,라마85b88b,1085500,1788500,1
한식,인동동,라마85b89a,1085500,1789000,3
한식,인동동,라마85b89b,1085500,1789500,1
한식,인동동,라마86b89a,1086500,1789000,4
한식,인동동,라마86b89b,1086500,1789500,1
한식,인동동,라마87b89b,1087500,1789500,1
한식,임오동,라마76b86a,1076500,1786000,3
한식,임오동,라마76b86b,1076500,1786500,6
한식,임오동,라마77a86a,1077000,1786000,2
한식,임오동,라마77b88a,1077500,1788000,8
한식,임오동,라마78a88a,1078000,1788000,6
한식,임오동,라마79a87a,1079000,1787000,1
한식,장천면,라마88a93b,1088000,1793500,1
한식,장천면,라마89a92b,1089000,1792500,1
한식,장천면,라마89a93b,1089000,1793500,2
한식,장천면,라마89b92b,1089500,1792500,18
한식,장천면,라마90a91b,1090000,1791500,1
한식,장천면,라마90a92b,1090000,1792500,1
한식,지산동,라마75b93a,1075500,1793000,2
한식,지산동,라마76a92b,1076000,1792500,9
한식,지산동,라마76a93a,1076000,1793000,3
한식,지산동,라마76a93b,1076000,1793500,3
한식,지산동,라마76b92b,1076500,1792500,5
한식,지산동,라마76b93b,1076500,1793500,1
한식,진미동,라마81a90b,1081000,1790500,7
한식,진미동,라마81a91a,1081000,1791000,2
한식,진미동,라마81b90b,1081500,1790500,8
한식,진미동,라마83a88b,1083000,1788500,1
한식,해평면,라마79b99a,1079500,1799000,1
한식,해평면,라마80b99b,1080500,1799500,1
한식,해평면,라바80a00a,1080000,1800000,8
한식,해평면,라바80a00b,1080000,1800500,2
한식,해평면,라바80a01a,1080000,1801000,2
한식,형곡1동,라마74b90b,1074500,1790500,2
한식,형곡1동,라마75a90b,1075000,1790500,22
한식,형곡1동,라마75a91a,1075000,1791000,13
한식,형곡1동,라마75b90b,1075500,1790500,33
한식,형곡2동,라마74b90a,1074500,1790000,1
한식,형곡2동,라마75a90a,1075000,1790000,12
한식,형곡2동,라마75b90a,1075500,1790000,2
